pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
29704805,"Advanced data mining approaches in the assessment of urinary concentrations of bisphenols, chlorophenols, parabens and benzophenones in Brazilian children and their association to DNA damage.","Human exposure to endocrine disrupting chemicals (EDCs) has received considerable attention over the last three decades. However, little is known about the influence of co-exposure to multiple EDCs on effect-biomarkers such as oxidative stress in Brazilian children. In this study, concentrations of 40 EDCs were determined in urine samples collected from 300 Brazilian children of ages 6-14 years and data were analyzed by advanced data mining techniques. Oxidative DNA damage was evaluated from the urinary concentrations of 8-hydroxy-2'-deoxyguanosine (8OHDG). Fourteen EDCs, including bisphenol A (BPA), methyl paraben (MeP), ethyl paraben (EtP), propyl paraben (PrP), 3,4-dihydroxy benzoic acid (3,4-DHB), methyl-protocatechuic acid (OH-MeP), ethyl-protocatechuic acid (OH-EtP), triclosan (TCS), triclocarban (TCC), 2-hydroxy-4-methoxybenzophenone (BP3), 2,4-dihydroxybenzophenone (BP1), bisphenol A bis(2,3-dihydroxypropyl) glycidyl ether (BADGE·2H<sub>2</sub>O), 2,4-dichlorophenol (2,4-DCP), and 2,5-dichlorophenol (2,5-DCP) were found in >50% of the urine samples analyzed. The highest geometric mean concentrations were found for MeP (43.1 ng/mL), PrP (3.12 ng/mL), 3,4-DHB (42.2 ng/mL), TCS (8.26 ng/mL), BP3 (3.71 ng/mL), and BP1 (4.85 ng/mL), and exposures to most of which were associated with personal care product (PCP) use. Statistically significant associations were found between urinary concentrations of 8OHDG and BPA, MeP, 3,4-DHB, OH-MeP, OH-EtP, TCS, BP3, 2,4-DCP, and 2,5-DCP. After clustering the data on the basis of i) 14 EDCs (exposure levels), ii) demography (age, gender and geographic location), and iii) 8OHDG (effect), two distinct clusters of samples were identified. 8OHDG concentration was the most critical parameter that differentiated the two clusters, followed by OH-EtP. When 8OHDG was removed from the dataset, predictability of exposure variables increased in the order of: OH-EtP > OH-MeP > 3,4-DHB > BPA > 2,4-DCP > MeP > TCS > EtP > BP1 > 2,5-DCP. Our results showed that co-exposure to OH-EtP, OH-MeP, 3,4-DHB, BPA, 2,4-DCP, MeP, TCS, EtP, BP1, and 2,5-DCP was associated with DNA damage in children. This is the first study to report exposure of Brazilian children to a wide range of EDCs and the data mining approach further strengthened our findings of chemical co-exposures and biomarkers of effect.",2018,Environment international,triclosan,unspecified,endocrine disruption | oxidative stress | genotoxicity,unspecified,unspecified,cosmetics product study | biomonitoring study,,
29605677,Not only biocidal products: Washing and cleaning agents and personal care products can act as further sources of biocidal active substances in wastewater.,"The emission sources of biocidal active substances in households have been under discussion since these substances have been detected frequently in municipal wastewater and receiving surface water bodies. Therefore, the goal of this study was to investigate the products responsible for the emission of these substances to wastewater. We analysed the wastewater of two streets for a set of biocidal active substances. Time-proportional sampling was conducted for one week of each season during one year in each street. The 14 substances analysed with liquid chromatography coupled with tandem mass spectrometry were 1,2-benzisothiazol-3(2H)-one (BIT), C<sub>12</sub>-benzalkonium chloride, carbendazim, 5-chloro-2-methyl-2H-isothiazol-3-one (CMIT), dichlorooctylisothiazolinone (DCOIT), N,N-diethyl-meta-toluamide (DEET), diuron, icaridine, 2-octyl-2H-isothiazol-3-one (OIT), piperonyl butoxide (PBO), triclosan, tebuconazole, terbutryn and tetramethrin. Using data available from household product inventories of the two streets, we searched the lists of ingredients for the products possibly being responsible for the emissions. Except for four substances, all substances have been detected in at least 10% of the samples. Highest concentrations were measured for C<sub>12</sub>-benzalkonium chloride with an average concentration in the daily samples of 7.7 μg/L in one of the streets. Next to C<sub>12</sub>-benzalkonium chloride, BIT, DEET and icaridine were detected in all samples in average concentrations above 1 μg/L in at least one street. The results show that washing and cleaning agents were important sources for preservatives such as BIT and OIT, while triclosan was apparently mainly emitted through personal care products. The mosquito repelling substances DEET and icaridine were found throughout the year, with highest emissions in summer and autumn. In conclusion, the results demonstrate that the sources of biocidal active substances in municipal wastewater are complex and that measures for the prevention of the emission of biocidal active substances into the aquatic environment have to be carried out under different legislations. This has to be taken into account discussing emission reduction at the source.",2018,Environment international,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination | analytical/method study,,
29573655,Drivers of contaminant levels in surface water of China during 2000-2030: Relative importance for illustrative home and personal care product chemicals.,"Water pollution are among the most critical problems in China and emerging contaminants in surface water have attracted rising attentions in recent years. There is great interest in China's future environmental quality as the national government has committed to a major action plan to improve surface water quality. This study presents methodologies to rank the importance of socioeconomic and environmental drivers to the chemical concentration in surface water during 2000-2030. A case study is conducted on triclosan, a home and personal care product (HPCP) ingredient. Different economic and discharge flow scenarios are considered. Urbanization and wastewater treatment connection rates in rural and urban areas are collected or projected for 2000-2030 for counties across China. The estimated usage increases from ca. 86 to 340 t. However, emissions decreases from 76 to 52 t during 2000-2030 under a modelled Organisation for Economic Co-operation (OECD) economic scenario because of the urbanization, migration and development of wastewater treatment plants/facilities (WWTPs). The estimated national median concentration of triclosan ranges 1.5-8.2 ng/L during 2000-2030 for different scenarios. It peaks in 2009 under the OECD and three of the Intergovernmental Panel on Climate Change (IPCC), A2, B1 and B2 economic scenarios, but in 2025 under A1 economic scenario. Population distribution and surface water discharge flow rates are ranked as the top two drivers to triclosan levels in surface water over the 30 years. The development of urban WWTPs was the most important driver during 2000-2010 and the development of rural works is projected to be the most important in 2011-2030. Projections suggest discharges of ingredients in HPCPs - controlled by economic growth - should be balanced by the major expenditure programme on wastewater treatment in China.",2018,Environment international,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination,,
29457872,Simple method for the determination of personal care product ingredients in lettuce by ultrasound-assisted extraction combined with solid-phase microextraction followed by GC-MS.,"A simple method for the simultaneous determination of personal care product ingredients: galaxolide, tonalide, oxybenzone, 4-methylbenzyliden camphor, padimate-o, 2-ethylhexyl methoxycinnamate, octocrylene, triclosan, and methyl triclosan in lettuce by ultrasound-assisted extraction combined with solid-phase microextraction followed by gas chromatography with mass spectrometry was developed. Lettuce was directly extracted by ultrasound-assisted extraction with methanol, this extract was combined with water, extracted by solid-phase microextraction in immersion mode, and analyzed by gas chromatography with mass spectrometry. Good linear relationships (25-250 ng/g, R<sup>2 </sup> > 0.9702) and low detection limits (1.0-25 ng/g) were obtained for analytes along with acceptable precision for almost all analytes (RSDs < 20%). The validated method was applied for the determination of personal care product ingredients in commercial lettuce and lettuces grown in soil and irrigated with the analytes, identifying the target analytes in leaves and roots of the latter. This procedure is a miniaturized and environmentally friendly proposal which can be a useful tool for quality analysis in lettuce.",2018,Journal of separation science,triclosan,unspecified,unspecified,unspecified,sunscreen agent,cosmetics product study | analytical/method study,,
29317738,"Personal care product use as a predictor of urinary concentrations of certain phthalates, parabens, and phenols in the HERMOSA study.","Use of personal care products, such as makeup, soaps, and sunscreen, may expose adolescent girls to potential endocrine disruptors, including phthalates, parabens, and other phenols. We evaluated the relationship between recent self-reported personal care product use and concentrations for urinary metabolites of phthalates, parabens, triclosan, and benzophenone-3 (BP-3) in 100 Latina adolescents. Girls who reported using makeup every day vs. rarely/never had higher urinary concentrations of monoethyl phthalate (MEP) (102.2 ng/mL vs. 52.4 ng/mL, P-value: 0.04), methyl paraben (MP) (120.5 ng/mL vs. 13.4 ng/mL, P-value < 0.01), and propyl paraben (PP) (60.4 ng/mL vs. 2.9 ng/mL, P-value < 0.01). Girls who reported recent use of specific makeup products, including foundation, blush, and mascara, had higher urinary concentrations of MEP, mono-n-butyl phthalate (MBP), MP, and PP. Use of Colgate Total toothpaste was associated with 86.7% higher urinary triclosan concentrations. Use of sunscreen was associated with 57.8% higher urinary concentrations of BP-3. Our findings suggest that personal care product use is associated with higher exposure to certain phthalates, parabens, and other phenols in urine. This may be especially relevant in adolescent girls who have high use of personal care products during a period of important reproductive development.",2019,Journal of exposure science & environmental epidemiology,triclosan,unspecified,endocrine disruption,sunscreen | foundation | soap | toothpaste | eye product,unspecified,cosmetics product study | sunscreen/UV filter study | biomonitoring study,,
29192401,Spatio-temporal evaluation of emerging contaminants and their partitioning along a Brazilian watershed.,"The occurrence, partitioning, and spatio-temporal distribution of seven pharmaceuticals for human use, three steroid hormones and one personal care product were determined in surface water, suspended particulate matter (SPM), and sediment of Piraí Creek and Jundiaí River (Jundiaí River Basin, São Paulo, Brazil). The maximum average detected concentrations of the compounds in the Piraí River samples were < 30 ng L<sup>-1</sup>, except for caffeine (222 ng L<sup>-1</sup>). In Jundiaí River samples, most of the compounds were frequently detected, wherein caffeine had the highest concentration, with maximum average concentrations of 14,050 ng L<sup>-1</sup>, followed by atenolol (431 ng L<sup>-1</sup>), ibuprofen (268 ng L<sup>-1</sup>) and diclofenac (214 ng L<sup>-1</sup>). Atenolol, propranolol, estrone, and triclosan were the contaminants most frequently detected in sediment and SPM samples. Triclosan had the highest average proportion of SPM as opposed to in the aqueous phase (> 75%). Contaminants with acid functional groups showed, in general, a lower tendency to bind to particulate matter and sediments. In addition, hydrophobicity had an important effect on their environmental partitioning. The spatial distribution of contaminants along the Jundiaí River was mainly affected by the higher concentration of contaminants in water samples collected downstream from a sewage treatment plant (STP). The results obtained here clearly showed the importance of the analysis of some contaminants in the whole water, meaning both dissolved and particulate compartments in the water, and that the partitioning is ruled by a set of parameters associated to the physicochemical characteristics of contaminants and the matrix properties of the studied, which need be considered in an integrated approach to understand the fate of emerging chemical contaminants in aquatic environments.",2018,Environmental science and pollution research international,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination,,
28850810,Multigenerational effects of triclosan on the demography of Plationus patulus and Brachionus havanaensis (ROTIFERA).,"Triclosan is a personal care product widely used in North America, Europe and Asia as antimicrobial ingredient in many consumer chemical products. In Mexico concentrations of triclosan have been reported in aquatic systems. However, there is no law regulating the presence of chemicals such as triclosan, in aquatic systems. The scarce data about this chemical has increased concern among ecotoxicologists regarding possible effects on aquatic organisms. Moreover, multigenerational studies are rarely studied and the results vary depending on the contaminant. Rotifers, are a dominant group of zooplankton, and have been used in aquatic risk assessments of personal care products due to their sensitivity and high reproductive rates. Plationus patulus and Brachionus havanaensis are common rotifers distributed in aquatic ecosystems of Mexico and have been used in ecotoxicological bioassays. In this study, the median lethal concentration (LC50, 24h) of P. patulus and B. havanaensis exposed to triclosan was determined. Based on the LC50, we tested three sublethal concentrations of triclosan to quantify the demographic responses of both rotifers for two successive generations (F0, and F1). The 24h LC50 of triclosan for P. patulus and B. havanaensis were 300 and 500µgL<sup>-1</sup> respectively. Despite the concentration, triclosan had an adverse effect on both Plationus patulus and Brachionus havanaensis in both generations exposed. Experiments show that P. patulus was more sensitive than B. havanaensis when exposed to triclosan. When exposed to triclosan the parental generation (F0) of P. patulus was far more affected than F1.",2018,Ecotoxicology and environmental safety,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study,,
28697425,"Are the TiO<sub>2</sub> NPs a ""Trojan horse"" for personal care products (PCPs) in the clam Ruditapes philippinarum?","In recent years, increasing quantities of personal care products (PCPs) are being released into the environment. However, data about bioaccumulation and toxicity are scarce; and extraction and analytical approaches are not well developed. In this work, the marine clam Ruditapes philippinarum, selected as model organism, has been employed to investigate bioaccumulation, antioxidant enzyme activities and DNA damage due to exposure to TiO<sub>2</sub> nanoparticles and bulk TiO<sub>2</sub> (inorganic compounds that are frequent components of PCPs, plastics, paints and coatings, foods and disinfectant water treatments). We have also studied the joint effect of both forms of inorganic TiO<sub>2</sub> combined with four organic compounds (mixture exposures) commonly used in PCPs: an antimicrobial (triclosan), a fragrance (OTNE) and two UV filters (benzophenone-3 and octocrylene). Bioaccumulation of the inorganic compound, TiO<sub>2</sub>, was almost immediate and constant over exposure time. With respect to the organic compounds in mixtures, they were mediated by TiO<sub>2</sub> and bioaccumulation is driven by reduced size of the particles. In fact, nanoparticles can be considered as a vector to organic compounds, such as triclosan and benzophenone-3. After a week of depuration, TiO<sub>2</sub> NPs and TiO<sub>2</sub> bulk in clams showed similar levels of concentration. Some organic compounds with bioactivity (Log K<sub>ow</sub> >3), like OTNE, showed low depuration after one week. The joint action of the organic compound mixture and either of the two forms of TiO<sub>2</sub> provoked changes in enzyme activity responses. However, for the mixtures, DNA damage was found only after the depuration period.",2017,Chemosphere,triclosan,unspecified,oxidative stress | genotoxicity,sunscreen,sunscreen agent,cosmetics product study | sunscreen/UV filter study,,
28692897,Fate and impacts of pharmaceuticals and personal care products after repeated applications of organic waste products in long-term field experiments.,"Recycling organic waste products in agriculture is a potential route for the dispersion of pharmaceutical residues in the environment. In this study, the concentrations of thirteen pharmaceuticals and the personal care product triclosan (PPCPs) were determined in different environmental matrices from long-term experimental fields amended with different organic waste products (OWPs), including sludge, composted sludge with green wastes, livestock effluents and composted urban wastes applied at usual agricultural rates. PPCP concentrations were different in OWPs, varying from a few micrograms to milligrams per kilogram dry matter or per litre for slurry. OWPs from sludge or livestock effluents primarily contained antibiotics, whereas composted urban wastes primarily contained anti-inflammatory compounds. PPCP contents in soils amended for several years were less than a few micrograms per kilogram. The most persistent compounds (fluoroquinolones, carbamazepine) were quantified or detected in soils amended with sludge or composted sludge. In soils amended with composted municipal solid waste, carbamazepine was quantified, and fluoroquinolones, ibuprofen and diclofenac were sometimes detected. The small increases in fluoroquinolones and carbamazepine in soils after individual OWP applications were consistent with the fluxes from the applied OWP. The measured concentrations of pharmaceuticals in soil after several successive OWP applications were lower than the predicted concentrations because of degradation, strong sorption to soil constituents and/or leaching. Dissipation half-lives (DT<sub>50</sub>) were approximately 750-2500, 900 and <300days for fluoroquinolones, carbamazepine and ibuprofen, respectively, in temperate soils and <350 and <80days for fluoroquinolones and doxycycline, respectively, in tropical soils. Detection frequencies in soil leachates were very low (below 7%), and concentrations ranged from the limits of detection (0.002-0.03μg/L) and exceptionally to 0.27μg/L. The most frequently detected pharmaceuticals were carbamazepine and ibuprofen. Based on the risk quotient, the estimated ecotoxicological risks for different soil organisms were low.",2017,The Science of the total environment,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination,,
28683430,"Loading and removal of PAHs, fragrance compounds, triclosan and toxicity by composting process from sewage sludge.","Although the production of compost from sewage sludge is well established in developed countries, the use of sludge-based compost may represent a source of pollutants. The present study assessed the levels of potentially harmful compounds in compost as well as their rates of decrease during composting. The concentrations of 16 polycyclic aromatic hydrocarbons (PAHs), three fragrance compounds (OTNE, HHCB and AHTN) and triclosan were determined in the initial sewage sludge and in compost over the span of 1year. Simultaneously, the toxicity to luminescent bacteria (Aliivibrio fischeri) and aryl hydrocarbon receptor reactivity of organic solvent extracts of sludge and compost samples were assessed. Higher PAH, fragrance compounds, and triclosan concentrations were found in sewage sludge from urban areas compared with rural regions, and the urban sludge was also more toxic than the rural sludge. The high pollutant concentrations in urban sludge raised the concentrations of these compounds in the raw materials for composting and in the resulting composts. The organic matter was decomposed by 65% during the composting process, and the measured toxic substances were decreased by a similar amount, with the exception of triclosan, which decreased by only 35%. The toxicity to A. fischeri decreased to a greater extent (90%) than did the organic matter, while the aryl hydrocarbon receptor reactivity decreased by only 35%. This lower decrease coincided with that of the aryl hydrocarbon receptor-reactive PAHs (37%).",2017,The Science of the total environment,triclosan,unspecified,unspecified,unspecified,unspecified,unclassified,,
28553715,Novel Approach for Characterizing pH-Dependent Uptake of Ionizable Chemicals in Aquatic Organisms.,"Here, we present and evaluate a combined experimental and modeling approach for characterizing the uptake of ionizable chemicals from water and sediments into aquatic organisms under different pH conditions. We illustrate and evaluate the approach for two pharmaceuticals (diclofenac and fluoxetine) and one personal care product ingredient (triclosan) for the oligochaete Lumbriculus variegatus. Initially, experimental data on the uptake of the three chemicals at two pH values were fitted using a toxicokinetic model to derive uptake and depuration constants for the neutral and ionized species of each molecule. The derived constants were then used to predict uptake from water and sediment for other pH conditions. Evaluation of predictions against corresponding experimental data showed good predictions of uptake for all test chemicals from water for different pH conditions and reasonable predictions of uptake of fluoxetine and diclofenac from a sediment. Predictions demonstrated that the level of uptake of the study chemicals, across pH ranges in European streams, could differ by up to a factor of 3035. Overall, the approach could be extremely useful for assessing internal exposure of aquatic organisms across landscapes with differing pH. This could help support better characterization of the risks of ionizable chemicals in the aquatic environment.",2017,Environmental science & technology,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination,,
28516781,"Patterns, Variability, and Predictors of Urinary Triclosan Concentrations during Pregnancy and Childhood.","Exposure to triclosan, an antimicrobial used in many consumer products, is ubiquitous in the United States, yet only limited data are available on the predictors and variability of exposure, particularly in children. We examined the patterns, variability, and predictors of urinary triclosan concentrations in 389 mother-child pairs enrolled in the Health Outcomes and Measures of the Environment Study from 2003 to 2006. We quantified triclosan in 3 urine samples collected from women between 16 weeks of pregnancy and birth and 6 urine samples collected from children between the ages of 1-8 years. For maternal and child samples, we calculated intraclass correlation coefficients (ICCs) to assess triclosan reproducibility and identified sociodemographic predictors of triclosan. Among 8 year old children, we examined associations between triclosan and personal-care product use. We detected triclosan in >70% of urine samples. Median maternal triclosan varied across pregnancy from 17 to 11 ng/mL, while in children, median concentrations increased from 3.6 to 17 ng/mL over the first 4 years of life, declining slightly at later ages. Triclosan reproducibility was fair to good during pregnancy and for child samples taken weeks apart (ICCs = 0.4-0.6) but poor for annual child samples (ICCs = 0.2-0.4). Triclosan was 66% (95% CI: 29-113) higher in 8 year olds using hand soap compared to nonusers and increased monotonically with hand-washing frequency. Toothpaste use in children was also positively associated with triclosan. Our results suggest that urinary triclosan concentrations have modest stability over weeks to months; children are exposed to triclosan through the use of some personal-care products.",2017,Environmental science & technology,triclosan,unspecified,unspecified,soap | toothpaste,unspecified,biomonitoring study | no cosmetics context,,
28494246,Catalytic hydrodechlorination of triclosan using a new class of anion-exchange-resin supported palladium catalysts.,"We prepared a new class of anion-exchange-resin supported Pd catalysts for efficient hydrodechlorination of triclosan in water. The catalysts were prepared through an initial ion-exchange uptake of PdCl<sub>4</sub><sup>2-</sup> and subsequent reduction of Pd(II) to Pd(0) nanoparticles at ambient temperature. Two standard strong-base anion exchange resins (IRA-900 and IRA-958) with different matrices (polystyrene and polyacrylic) were chosen as the supports. SEM and TEM images showed that Pd(0) nanoparticles were evenly attached on the resin surface with a mean size of 3-5 nm. The resin supported Pd catalysts (Pd@IRA-900 and Pd@IRA-958) were able to facilitate rapid and complete hydrodechlorination of triclosan. At a Pd loading of 2.0 wt.%, the observed pseudo first-order rate constant (k<sub>obs</sub>) was 1.25 ± 0.06 and 1.6 ± 0.1 L/g/min for Pd@IRA-900 and Pd@IRA-958, respectively. The catalysts were more resistant to Cl<sup>-</sup> poisoning and natural organic matter fouling than other supported-Pd catalysts. The presence of 10 mM NaCl suppressed the k<sub>obs</sub> value by 31% and 23% for Pd@IRA-900 and Pd@IRA-958, whereas the presence of humic acid at 30 mg/L as TOC lowered the rates by 28% and 27%, respectively. The better performance of Pd@IRA-958 was attributed to the polymeric matrix properties (i.e., hydrophobicity, pore size, and surface area) as well as Pd particle size. GC/MS analyses indicated that very low concentrations of chlorinated intermediates were detected in the early stage of the hydrodechlorination process, with 2-phenoxyphenol being the main byproduct. The catalysts can be repeatedly used in multiple operations without significant bleeding. The catalysts eliminate the need for calcination in preparing conventional supported catalysts, and the resin supports conveniently facilitate control of Pd loading and material properties.",2017,Water research,triclosan,unspecified,unspecified,unspecified,unspecified,no cosmetics context,,
28203426,A novel technique for chest drain removal using a two layer method with triclosan-coated sutures.,"In thoracic surgery, a thoracic drain is always inserted after the surgical procedure. Repair of the wound after removal of the thoracic tube is performed postoperatively, but no universally standard methods currently exists for this tube removal. Here we report a technique using triclosan-coated sutures that is used in thoracic surgery in our hospital. There are several advantages of this technique. First, there is no need for stitches removal on follow-up. Second, it prevents the leakage of pleural exudate because of the tight two-layer sutures. In addition, it was observed to be superior in terms of both wound healing and cosmetic aspects, due to the layer-to-layer sutures. The use of triclosan-coated sutures helps prevent infection and empyema is quite unlikely to occur as the result of the tight ligating of the muscular layer using these sutures. We applied this method in 168 patients over a period of 24 months. There were no complications on removal of the chest tube such as infection, fluid leakage or opening of the surgical wound.",2017,Journal of thoracic disease,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | clinical/hospital study,,
28030786,Flow cytometric assay to assess short-term effects of personal care products on the marine microalga Tetraselmis suecica.,"Large quantities of personal care products (PCPs) are used daily and many of their chemical ingredients are subsequently released into marine environments. Cultures of the marine microalga Tetraselmis suecica were exposed for 24 h to three emerging compounds included in the main classes of PCPs: the UV filter benzophenone-3 (BP-3), the disinfectant triclosan (TCS) and the fragrance tonalide (AHTN). Concentrations tested, expressed as cellular quota (pg cell<sup>-1</sup>), ranged from 5 to 40 for BP-3, from 2 to 16 for TCS and from 1.2 to 2.4 for AHTN. A small cytometric panel was carried out to evaluate key cytotoxicity biomarkers including inherent cell properties, growth and metabolic activity and cytoplasmic membrane properties. BP-3 caused a significant increase in growth rate, metabolic activity and chlorophyll a fluorescence from 10 pg cell<sup>-1</sup>. However, growth and esterase activity decreased in cells exposed to all TCS and AHTN concentrations, except the lowest ones. Also these two compounds provoked a significant swelling of cells, more pronounced in the case of TCS-exposed cells. Although all treated cells remained viable, changes in membrane potential were observed. BP-3 and AHTN caused a significant depolarization of cells from 10 to 1.6 pg cell<sup>-1</sup>, respectively; however all TCS concentrations assayed caused a noticeable hyperpolarization of cells. Metabolic activity and cytoplasmic membrane potential were the most sensitive parameters. It can be concluded that the toxicological model used and the toxicological parameters evaluated are suitable to assess the toxicity of these emerging contaminants.",2017,Chemosphere,triclosan,unspecified,unspecified,sunscreen,unspecified,cosmetics product study | sunscreen/UV filter study | biomonitoring study,,
27836351,"Characterizing pharmaceutical, personal care product, and hormone contamination in a karst aquifer of southwestern Illinois, USA, using water quality and stream flow parameters.","Karst aquifers are drinking water sources for 25% of the global population. However, the unique geology of karst areas facilitates rapid transfer of surficial chemicals to groundwater, potentially contaminating drinking water. Contamination of karst aquifers by nitrate, chloride, and bacteria have been previously observed, but little knowledge is available on the presence of contaminants of emerging concern (CECs), such as pharmaceuticals. Over a 17-month period, 58 water samples were collected from 13 sites in the Salem Plateau, a karst region in southwestern Illinois, United States. Water was analyzed for 12 pharmaceutical and personal care products (PPCPs), 7 natural and synthetic hormones, and 49 typical water quality parameters (e.g., nutrients and bacteria). Hormones were detected in only 23% of samples, with concentrations of 2.2-9.1ng/L. In contrast, PPCPs were quantified in 89% of groundwater samples. The two most commonly detected PPCPs were the antimicrobial triclocarban, in 81% of samples, and the cardiovascular drug gemfibrozil, in 57%. Analytical results were combined with data of local stream flow, weather, and land use to 1) characterize the extent of aquifer contamination by CECs, 2) cluster sites with similar PPCP contamination profiles, and 3) develop models to describe PPCP contamination. Median detection in karst groundwater was 3 PPCPs at a summed concentration of 4.6ng/L. Sites clustered into 3 subsets with unique contamination models. PPCP contamination in Cluster I sites was related to stream height, manganese, boron, and heterotrophic bacteria. Cluster II sites were characterized by groundwater temperature, specific conductivity, sodium, and calcium. Cluster III sites were characterized by dissolved oxygen and barium. Across all sites, no single or small set of water quality factors was significantly predictive of PPCP contamination, although gemfibrozil concentrations were strongly related to the sum of PPCPs in karst groundwater.",2017,The Science of the total environment,triclosan,heart,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination | food/dietary exposure,,
27179812,Cosmet'eau-Changes in the personal care product consumption practices: from whistle-blowers to impacts on aquatic environments.,"The Cosmet'eau project (2015-2018) investigates the ""changes in the personal care product (PCP) consumption practices: from whistle-blowers to impacts on aquatic environments."" In this project, the example of PCPs will be used to understand how public health concerns related to micropollutants can be addressed by public authorities-including local authorities, industries, and consumers. The project aims to characterize the possible changes in PCP consumption practices and to evaluate the impact of their implementation on aquatic contamination. Our goals are to study the whistle-blowers, the risk perception of consumers linked with their practices, and the contamination in parabens and their substitutes, triclosan, and triclocarban from wastewater to surface water. The project investigates the following potential solutions: modifications of industrial formulation or changes in consumption practices. The final purpose is to provide policy instruments for local authorities aiming at building effective strategies to fight against micropollutants in receiving waters.",2016,Environmental science and pollution research international,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | industrial/occupational | environmental contamination,,
27179428,Effects of reclaimed water matrix on fate of pharmaceuticals and personal care products in soil.,"Reclaimed water is increasingly used to supplement water resources. However, reclaimed water has a complex matrix, which includes emerging chemical contaminants, that is introduced to the soil when this water is used for irrigation. The effects of microbial activity, dissolved matter, nutrients, and particulate matter in reclaimed water on half-life of 11 pharmaceutical and personal care products (PPCPs) in soil were investigated with 7 treatment waters, namely swine lagoon effluent (either unaltered, sterilized, or filtered and sterilized) and nanopure water (either unaltered or with added nitrogen, phosphorus, or potassium). The extractable residues of the parent PPCPs were measured over 35 d. Lagoon microbial activity was significantly (p ≤ 0.05) related to increased half-life of 4 PPCPs (carbamazepine, fluoxetine, ibuprofen, sulfamethoxazole) by 14-74%, and to decreased half-life of 3 others (caffeine, gemfibrozil, naproxen) by 13-25%. The presence of lagoon dissolved matter was significantly correlated with a 20-110% increase in half-life for 6 PPCPs (caffeine, estrone, gemfibrozil, ibuprofen, naproxen, triclocarban). However, lagoon particulate matter was significantly correlated with 9-52% decrease in half-life for these same compounds, as well as trimethoprim. The levels of nitrogen, phosphorous, and potassium in the lagoon effluent were not significantly related to half-life for most PPCPs, except caffeine. Overall, specific components of reclaimed water matrix had different effects on the soil half-lives of PPCPs, suggesting that the composition of reclaimed water needs to be considered when evaluating PPCP fate after land application.",2016,Chemosphere,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination,,
27168391,Personal care product use among adults in NHANES: associations between urinary phthalate metabolites and phenols and use of mouthwash and sunscreen.,"Personal care product use is a well-established pathway of exposure for notable endocrine disrupting compounds (EDCs), including phthalates, parabens, triclosan, benzophenone-3 (BP3), and bisphenol-A. We utilized questionnaire data from the National Health and Nutrition Examination Survey 2009-2012 cycles to examine the associations between use of sunscreen and mouthwash and urinary concentrations of phthalate metabolites and phenols in a nationally representative population of US adults (n=3529). Compared with individuals who reported ""Never"" using mouthwash, individuals who reported daily use had significantly elevated urinary concentrations of mono-ethyl phthalate, methyl and propyl parabens, and BP3 (28%, 30%, 39%, and 42% higher, respectively). Individuals who reported ""Always"" using sunscreen had significantly higher urinary concentrations of triclosan, methyl, ethyl, and propyl parabens, and BP3 (59%, 92%, 102%, 151%, and 510% higher, respectively) compared with ""Never"" users of sunscreen. Associations between exposure biomarkers and sunscreen use were stronger in women compared with men, and associations with mouthwash use were generally stronger in men compared with women. These results suggest that sunscreen and mouthwash may be important exposure sources for EDCs.",2017,Journal of exposure science & environmental epidemiology,triclosan,unspecified,endocrine disruption,sunscreen,unspecified,cosmetics product study | sunscreen/UV filter study | epidemiological study | biomonitoring study | food/dietary exposure,,
