pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
32062213,"Associations of lifestyle factors with phthalate metabolites, bisphenol A, parabens, and triclosan concentrations in breast milk of Korean mothers.","The toxicity of endocrine disruptors depends on the synergistic interactions of biological, environmental, and behavioral factors. The specific effects of diet, consumer product use, and behaviors, however, are debated in the literature, particularly with regard to endocrine disruptors found in breast milk. This study aimed to measure the levels of phthalate metabolites, bisphenol A, parabens, and triclosan in breast milk and to investigate their associations with various lifestyle factors. The breast milk samples as well as surveys were collected from 221 first-time mothers throughout South Korea and each sample was analyzed for the presence of 15 endocrine disruptors. Phthalate metabolites were detected in 5.4-83.3% of the samples, with median concentrations of 0.08-1.72 μg/L, while bisphenol A, parabens, and triclosan were detected in 25.8-88.2% of the samples, with median concentrations of 0.12-1.47 μg/L. High levels of endocrine disruptors were associated with frequent consumption of fish and cup noodles; the use of plastic and disposable food containers; the use of air fresheners, lotions and make-up; the purchase of new furniture; and socioeconomic status. We also observed the potential role of moderate walking activity on the reduction of these chemicals in breast milk. Our data provide evidence of the potential effects of diet, consumer products, and behavior on the presence of phthalate metabolites, bisphenol A, parabens, and triclosan in breast milk. Future studies should include community or regional impact on a mothers' exposure to endocrine disruptors, to assess the joint contribution of both individual and neighborhood factors.",2020,Chemosphere,phthalates,breast,endocrine disruption,unspecified,unspecified,cosmetics product study | skin/topical study | epidemiological study | food/dietary exposure,yes,"This study measures phthalate metabolites in breast milk and investigates their associations with lifestyle factors, including consumer product use, which is relevant to the health effects of chemical toxicants in cosmetic products."
32030167,"Monitoring of urinary phthalate metabolites among pregnant women in Isfahan, Iran: the PERSIAN birth cohort.","Recently, increasing evidences have shown that the exposure to phthalates can adversely affect health status of pregnant women and their newborns. However, only a limited number of studies have investigated the concentrations of these compounds in the body fluids of pregnant women. In the present study, we aimed to evaluate the concentrations of phthalate metabolites in urinary samples of pregnant women in correlation with the population characteristics and different lifestyle factors. The study was conducted in 2018-2019 and urinary samples were taken from 121 pregnant women during their first pregnancy trimester who lived in Isfahan, Iran. The concentrations of monobutyl phthalate (MBP), mono-benzyl phthalate (MBzP), mono-2-ethylhexyl phthalate (MEHP), and mono (2-ethyl-5hydroxyhexyl) phthalate (MEHHP) metabolites in urinary samples were determined by gas chromatography mass spectrometry (GC/MS). The socio-demographic profile of the participants (maternal education, age, family income, pre-pregnancy BMI), their lifestyle information (smoking habit, food pattern, and physical activity), cleaning products use data (cosmetic and household cleaning products) were collected by the use of PERSIAN birth cohort questionnaire. MBzP, MBP, MEHP, and MEHHP were detected in 100% of participated pregnant women with the mean concentration of 342.5 ± 193.8, 308.5 ± 229.4, 126.5 ± 118.3, and 866.5 ± 307.6 μg/g creatinine, respectively. Significant correlations were observed between the mean concentration of urinary phthalate metabolites with the following variables: using plastic packaging (for bread, lemon juice, pickle, leftover, and water), lower physical activity, passive smoking exposure during pregnancy (<i>p</i> value<0.05). Furthermore, the pre-pregnancy BMI (r = 0.27, r = 0.3, r = 0.26, and r = 0.26), use of the household cleaning products (r = 0.2, r = 0.22, r = 0.3, and r = 0.26), utilize of the cosmetic products (r = 0.46, r = 0.48, r = 0.49, and r = 0.54), and passive smoking status (r = 0.5, r = 0.44, r = 0.44, and r = 0.26) directly correlated with the urinary concentrations of MBP, MBzP, MEHP, and MEHHP, respectively. No significant association was seen between the concentration of urinary phthalate metabolites with the maternal education level and family income. According to our findings, higher amounts of phthalate metabolites were detected in urinary samples of pregnant women who were passive smokers, or had higher pre-pregnancy BMI and lower physical activity, as well as those women who used higher amounts of cosmetic and household cleaning products, or used plastic packaging for food and non-food products.",2019,Journal of environmental health science & engineering,phthalates,unspecified,unspecified,unspecified,glycolic acid,cosmetics product study | epidemiological study | biomonitoring study | analytical/method study,no,"This paper focuses on phthalate exposure in pregnant women, which is related to chemical toxicants, but it does not specifically investigate the health effects of chemical toxicants in cosmetic products."
31954849,"Combined effect of silver nanoparticles and aluminium chloride, butylparaben or diethylphthalate on the malignancy of MDA-MB-231 breast cancer cells and tumor-specific immune responses of human macrophages and monocyte-derived dendritic cells.","The aim of this study was to assess whether silver nanoparticles (AgNP) or selected cosmetic ingredients may modify functions of various immunocompetent cell populations. To this end, the effect of two AgNP (size of 15 nm or 45 nm), alone and in combination with aluminium chloride, butyl paraben, di-n-butyl phthalate or diethyl phthalate was assessed on: (1) migration and invasion of MDA-MB-231 human breast cancer cells; (2) M1/M2 polarization of phorbol 12-myristate 13-acetate (PMA)-differentiated THP-1 macrophages (M0) and (3) activation/maturation of monocyte-derived dendritic cells (DCs). The results of this study showed that neither any of the test chemicals alone nor the mixtures significantly changed the migration or invasion ability of MDA-MB-231 cells following, both 72-h and 21-day exposure. Analysis of the expression of marker genes for both M1 (IL-1B, CXCL9, TNF) and M2 (DCSIGN, MRC1) polarization revealed that the chemicals/mixtures did not activate M1/M2 differentiation of the M0 macrophages. In addition, no significant changes were observed in the expression of CD86, HLA-DR and CD54 surface markers and phagocytic activity of DCs following 48-h exposure to AgNP alone or in combination with test compounds. Our study suggests that AgNP alone or in combination with tested cosmetic ingredients do not alter function of immunocompetent cells studied.",2020,Toxicology in vitro : an international journal published in association with BIBRA,phthalates,breast | immune system,carcinogenicity | immune disruption,unspecified,unspecified,cosmetics product study,yes,"This study assesses the combined effect of silver nanoparticles and cosmetic ingredients, including diethylphthalate, on breast cancer cells and immune responses, which is relevant to the health effects of chemical toxicants in cosmetic products."
31906553,A Pilot Biomonitoring Study of Cumulative Phthalates Exposure among Vietnamese American Nail Salon Workers.,"Many California nail salon workers are low-income Vietnamese women of reproductive age who use nail products daily that contain androgen-disrupting phthalates, which may increase risk of male reproductive tract abnormalities during pregnancy. Yet, few studies have characterized phthalate exposures among this workforce. To characterize individual metabolites and cumulative phthalates exposure among a potentially vulnerable occupational group of nail salon workers, we collected 17 post-shift urine samples from Vietnamese workers at six San Francisco Bay Area nail salons in 2011, which were analyzed for four primary phthalate metabolites: mono-<i>n</i>-butyl-, mono-isobutyl-, mono(2-Ethylhexyl)-, and monoethyl phthalates (MnBP, MiBP, MEHP, and MEP, respectively; μg/L). Phthalate metabolite concentrations and a potency-weighted sum of parent compound daily intake (Σandrogen-disruptor, μg/kg/day) were compared to 203 Asian Americans from the 2011-2012 National Health and Nutritional Examination Survey (NHANES) using Student's <i>t</i>-test and Wilcoxin signed rank test. Creatinine-corrected MnBP, MiBP, MEHP (μg/g), and cumulative phthalates exposure (Σandrogen-disruptor, μg/kg/day) levels were 2.9 (<i>p</i> < 0.0001), 1.6 (<i>p</i> = 0.015), 2.6 (<i>p</i> < 0.0001), and 2.0 (<i>p</i> < 0.0001) times higher, respectively, in our nail salon worker population compared to NHANES Asian Americans. Levels exceeded the NHANES 95th or 75th percentiles among some workers. This pilot study suggests that nail salon workers are disproportionately exposed to multiple phthalates, a finding that warrants further investigation to assess their potential health significance.",2020,International journal of environmental research and public health,phthalates,unspecified,unspecified,nail polish,unspecified,nail product study | epidemiological study | biomonitoring study | industrial/occupational | food/dietary exposure | no cosmetics context,yes,"This paper investigates phthalate exposure among nail salon workers, which is a relevant occupational group for studying the health effects of chemical toxicants in cosmetic products."
31853848,"Aneugenic, clastogenic, and multi-toxic effects of diethyl phthalate exposure.","Diethyl phthalate (DEP) is a compound which is used in many industrial fields, especially in cosmetic sector and causes contamination in air, water, and soil due to its widespread usage. In this study, the potential toxic effects of DEP were investigated by using physiological, anatomical, biochemical, and cytogenetic parameters in Allium cepa. The micronucleus (MN) test specifically aimed to elucidate the aneugenic and clastogenic effects of DEP. Physiological effects were determined by germination percentage, root length, weight gain parameters, and cytogenetic effects were investigated by mitotic index (MI) and chromosomal abnormality (CA) test. Malondialdehyde (MDA) level, catalase (CAT), and superoxide dismutase (SOD) activities were investigated as oxidative damage indicators and structural changes were investigated with anatomical cross sections. For this purpose, Allium cepa bulbs were divided into four groups as control and application groups and the application groups were germinated with 1.0, 2.2, and 4.4 μM DEP for 72 h. As a result, it was determined that germination percentage, weight gain and root length decreased, CA frequency, MDA level, SOD, and CAT activities were increased in DEP-treated groups when compared with the control group. DEP has been found to induce CA in root tip cells such as fragment, chromosome bridge, c-mitosis, sticky chromosome, and unequal chromatin distribution. When MN formations induced by DEP application were examined, both large-scale and small-scale MNs were determined. MN formation in both sizes indicates that DEP has both clastogenic and aneugenic effects. And also, it was found that DEP application caused structural changes and especially anatomic damages such as necrosis in 4.4 μM DEP application. As a result, it was found that DEP caused various toxic effects depending on the dose and that A. cepa test material was a useful indicator in determining these effects.",2020,Environmental science and pollution research international,phthalates,unspecified,oxidative stress | genotoxicity,unspecified,unspecified,cosmetics product study | industrial/occupational,yes,"This paper investigates the toxic effects of diethyl phthalate, a compound used in the cosmetic sector, which makes it relevant to the health effects of chemical toxicants in cosmetic products."
31810691,Biomonitoring of bisphenols A and S and phthalate metabolites in hair from pregnant women in Crete.,"Phthalates, bisphenols A and S (BPA, BPS) are used as plasticizers and many of them are documented or suspected of being endocrine disruptors. Several studies indicate that exposure during pregnancy may affect the newborn's health and development. The aim of this cross-sectional study is the biomonitoring of seven phthalate metabolites, BPA and BPS in hair from 100 pregnant women in Crete. The most frequently detected compounds were monoethylhexyl phthalate (mEHP) (68%), mono isobutyl phthalate (miBP) (40%), BPA (37%), BPS (34%) and mono-n-butyl phthalate (mnBP) (28%). Phthalate metabolites were detected at medians from 19.5 to 44.4 pg/mg, BPA at 69.9 pg/mg and BPS at 3.5 pg/mg. Significant positive correlations between phthalate metabolites were found which indicated their common sources of exposure. The frequent use of plastics for food storage was strongly associated with mEHP (p = .013) and a weaker association was found for miBP (p = .063). The frequent use of cosmetics during or before pregnancy was associated with levels of phthalate metabolites in hair. More specifically, the use of hair spray before pregnancy was significantly correlated with monobenzyl phthalate (mBzP) (p = .041) and a trend was found for miBP (p = .066). The use of makeup products during pregnancy was strongly associated with miBP (p = .015) and the use of deodorant during pregnancy was inversely associated with mEHP (p = .021). Strong associations came up between mEHP and lower birth weight (Spearman correlation coefficient, r = -0.302, p = .021) and exposure to BPS was associated with increased body mass index of the participants (p = .036). Although data in literature on biomonitoring of the compounds in hair are limited, the findings of this study are promising and in agreement with existing data in hair or urine.",2020,The Science of the total environment,phthalates,unspecified,endocrine disruption,deodorant,unspecified,cosmetics product study | epidemiological study | biomonitoring study,yes,"This study biomonitors phthalate metabolites and bisphenols in hair from pregnant women, which is relevant to the health effects of chemical toxicants in cosmetic products, as these chemicals are commonly used in personal care products."
31630358,Effects of TAT-SOD at Acupoints on Essential Hypertension by Monitoring Meridians Electrical Potential.,"To investigate the effect on essential hypertension of the topical application of TAT-Cu, Zn-superoxide dismutase (TAT-SOD) at left acupoint Zusanli (ST 36), and to observe whether the change of electrical potential difference (EPD) can be related to the change of blood pressure. Sixteen patients with essential hypertension and 16 healthy subjects were included in the study. EPD between the left acupoints of Yanglingquan (GB 34) and Qiuxu (GB 40) was firstly screened out for the EPD detection. An intracellular superoxide quenching enzyme, TAT-SOD, was topically applied to the acupoint ST 36 within an area of 1 cm<sup>2</sup> once a day, and the influence on EPD was investigated. The dosage applied to TAT-SOD group (n=8) was 0.2 mL of 3000 U/mL TAT-SOD cream prepared by adding purified TAT-SOD to a vehicle cream, while placebo group (n=8) used the vehicle cream instead. The left acupoints of Yanglingquan (GB 34) and Qiuxu (GB 40) were selected for EPD measurement after comparing EPD readings between 5 acupoints on each of all 12 meridians. EPDs between the left acupoints of GB 34 and GB 40 for 16 patients of essential hypertension and 16 healthy subjects were 44.9±6.4 and 5.6±0.9 mV, respectively. Daily application of TAT-SOD for 15 days at ST 36 of essential hypertension patients significantly decreased systolic blood pressure (SBP) and diastolic blood pressure (DBP) of 179.6 and 81.5 mm Hg to 153.1 and 74.1 mm Hg, respectively. Responding to the change in blood pressure, EPD between the left acupoints of GB 34 and GB 40 also declined from 44.4 to 22.8 mV with the same trend. No change was observed with SBP, DBP and EPD between the left acupoints of GB 34 and GB 40 with the daily application of the placebo cream. Enzymatic scavenging of the intracellular superoxide at ST 36 proved to be effective in decreasing SBP and DBP. The results reconfirm the involvement of superoxide anions and its transportation along the meridians, and demonstrate that EPD between acupoints may be an indicator to reflect its functioning status. Moreover, preliminary results suggest a close correlation between EPD and blood pressure readings, implying a possibility of using EPD as a sensitive parameter for blood pressure and to monitor the effect of antihypertensive treatment.",2020,Chinese journal of integrative medicine,phthalates,blood,unspecified,unspecified,unspecified,skin/topical study | clinical/hospital study,no,This study investigates the effect of a topical application of TAT-SOD on essential hypertension and does not relate to the health effects of chemical toxicants in cosmetic products.
31481681,"Determinants and characterization of exposure to phthalates, DEHTP and DINCH among pregnant women in the PROTECT birth cohort in Puerto Rico.","As a result of evidence suggesting phthalate toxicity, their use has decreased in recent years. However, new phthalates and non-phthalate replacements have emerged in their place, with unknown potential impacts on health. We measured 15 phthalate, two di(2-ethylhexyl)terephthalate (DEHTP), and two di(isononyl)cyclohexane-1,2-dicarboxylate (DINCH) urinary metabolites, collected up to three times during pregnancy from 994 women in Northern Puerto Rico (2011-2017). We used tests of linear trend to assess changes in concentrations over time and linear mixed models to identify predictors of exposure (sociodemographic characteristics, drinking water sources, diet, product use). Several phthalate metabolites decreased over the study period indicating decreased exposure, while the geometric mean of DEHTP metabolites (molecular sum) increased threefold between 2014 and 2017. Intraclass correlations revealed low to moderate reproducibility of these biomarkers across pregnancy. Several metabolites were associated with maternal age, income, education, pre-pregnancy BMI, drinking public water, use of cleaning and personal care products, and ice cream consumption. DINCH metabolite concentrations remained low throughout the study period. Although exposure to some phthalates may be decreasing, exposure to replacements, such as DEHTP, is increasing. Additional studies are needed to further characterize sources of phthalate replacement chemicals and potential exposure-related health effects among vulnerable populations.",2020,Journal of exposure science & environmental epidemiology,phthalates,unspecified,unspecified,unspecified,unspecified,cosmetics product study | skin/topical study | epidemiological study | biomonitoring study | food/dietary exposure,yes,"The paper investigates the exposure to phthalates, which are chemical toxicants commonly found in cosmetic products."
31470218,The Norwegian biomonitoring study from the EU project EuroMix: Levels of phenols and phthalates in 24-hour urine samples and exposure sources from food and personal care products.,"Exposure to multiple chemicals occurs daily through several routes; diet, inhalation and dermal contact. Real-life exposure assessment is needed to understand the risk. Therefore, a human biomonitoring (BM) study was performed to examine the plausibility of source-to-dose calculations for chemical mixtures in the Horizon 2020 EuroMix project. To provide a detailed description of the design of the EuroMix BM study, and to present the initial results for urinary phenols and phthalates and to describe their exposure determinants from foods and personal care products (PCPs). Adults (44 males and 100 females) kept detailed diaries on their food consumption, PCP use and handling of cash receipts. Urine samples were collected over the same 24-hour period. Urinary levels of four parabens, five bisphenols, oxybenzone/benzophenone-3 (OXBE), triclosan (TCS), triclocarban (TCC) and metabolites of eight phthalates and 1,2-cyclohexane dicarboxylic acid diisononyl ester (DINCH) were analysed by ultra-high-performance liquid chromatography and tandem mass spectrometry. Multivariable linear regressions were performed between PCPs/food categories and each dependent chemical variable separately, and were only sex-stratified when an interactions between sex and the independent variable was significant. The detection rate for the metabolites of phthalates and DINCH, and bisphenol A (BPA) and TCS in urine was 88-100%, while bisphenol S (BPS) and bisphenol F (BPF) were only found in 29% and 4% of the urine samples, respectively. Bisphenol B (BPB), bisphenol AF (BPAF) and TCC were not detected. Food groups associated with phenol exposure were meat, bread, beverages and butter and oil. Food determinants for phthalate exposure were sweets, butter and oil, fruit and berries and other foods. The only positive association between the use of PCPs and phenols was found between BPA and lip gloss/balm. Phthalate exposure was associated with the use of shower gel, hand cream (females), toothpaste, anti-wrinkle cream (females) and shaving products (males). The participants in the EuroMix BM study were exposed to a mixture of phenols and phthalates. A variety of food categories and PCPs were found to be possible sources of these chemicals. This indicates a complex pattern of exposure to numerous chemicals from multiple sources, depending on individual diet and PCP preferences.",2019,Environment international,phthalates,skin,unspecified,lipstick | body wash | lotion | toothpaste,unspecified,cosmetics product study | skin/topical study | biomonitoring study | food/dietary exposure | analytical/method study,yes,"The study examines the levels of phenols and phthalates in urine samples and their exposure sources from food and personal care products, making it relevant to the health effects of chemical toxicants in cosmetic products."
31450432,Improvement in the identification and quantification of UV filters and additives in sunscreen cosmetic creams by gas chromatography/mass spectrometry through three-way calibration techniques.,"The simultaneous determination of 2,6-di-tert-butyl-4-methyl-phenol (BHT), benzophenone (BP), benzophenone-3 (BP3) and diisobutyl phthalate (DiBP) in seven sunscreen creams was carried out by gas chromatography/mass spectrometry (GC/MS) using DiBP-d<sub>4</sub> as internal standard. The content of BP3, which is a UV filter, must not exceed 6% (w/w) in cosmetic products according to Regulation (EU) 2017/238 and the use of DiBP in cosmetic products shall be prohibited according to Regulation (EC) No 1223/2009. The conclusions obtained with the univariate standard methodology in the identification of the analytes contained in the creams were wrong. However, a calibration based on PARAFAC or PARAFAC2 decompositions, where the samples of the prediction set were projected on the model obtained previously with the calibration set, enabled the unequivocal identification and quantification of the analytes even in the presence of interferents not considered in the calibration model. The PARAFAC2 decomposition was used to overcome the shifts in the retention time of BP and BP3. These three-way calibration techniques are needed to avoid false negative results. The method had not proportional or constant bias. The presence of BHT was detected in the seven sunscreen creams analysed at an amount of 6.48 10<sup>-2</sup>%, 8.53 10<sup>-2</sup>%, 1.70 10<sup>-4</sup>%, 1.11 10<sup>-4</sup>%, 2.51 10<sup>-3</sup>%, 3.20 10<sup>-5</sup>% and 6.35 10<sup>-3</sup>%. The concentrations of DiBP found in four creams were 3.49 10<sup>-2</sup>%, 3.19 10<sup>-2</sup>%, 3.26 10<sup>-2</sup>% and 2.51 10<sup>-2</sup>%. On the other hand, BP was only detected in two of the cosmetic creams analysed at an amount of 7.84 10<sup>-3</sup>% and 1.04 10<sup>-2</sup>%. In addition, BP3 was detected in six of the creams at an amount of 4.73%, 3.49%, 4.94 10<sup>-3</sup>%, 1.98 10<sup>-3</sup>%, 6.62 10<sup>-1</sup>% and 1.73%. Therefore, none of the cosmetic creams contained BP3 in an amount higher than 6%.",2019,Talanta,phthalates,unspecified,unspecified,sunscreen,unspecified,cosmetics product study | sunscreen/UV filter study | skin/topical study | analytical/method study,yes,"This paper is relevant because it involves the analysis of chemical toxicants (such as DiBP) in sunscreen cosmetic creams, which is a type of cosmetic product."
31424210,Phthalate and BPA Exposure in Women and Newborns through Personal Care Product Use and Food Packaging.,"Phthalates and bisphenol A (BPA) are used in some personal care products (PCPs) and containers for food processing and packaging. The Plastics and Personal-Care Product use in Pregnancy (P4) Study (2009-10) explored the association between PCP use during pregnancy and the postpartum period among 80 pregnant women and 55 infants and BPA and phthalate concentrations in multiple maternal and infant urine specimens collected throughout the study (<i>n</i> = 1260 samples). The type, frequency, and timing of PCP and food packaging use 24 h before and during the urine collection period was collected at 5 time points for the mother using prospective diaries. Infant urine was collected up to 2 times before 3 months of age, and mothers answered questions about infant feeding and PCP use on their baby. In mothers, monoethyl phthalate (MEP) metabolite concentrations were significantly higher when women reported using makeup or body lotion in the last 24 h. MEP concentrations were consistently higher when the usage occurred within 0-6 h before the urine sample collection for almost all of the PCP categories. Infant lotion or baby powder application in the previous 24 h was associated with higher phthalate metabolite concentrations in infants. Total BPA metabolite concentrations were lower in exclusively breastfed infants compared to those who were exclusively formula fed or breastfed with supplementation. Given that PCPs tend to undergo frequent formulation changes, which could impact the relative importance of a certain product type as a source of exposure, continued research of this type is warranted.",2019,Environmental science & technology,phthalates,breast,unspecified,lotion | baby product,unspecified,cosmetics product study | skin/topical study | biomonitoring study,yes,"This paper explores the exposure to phthalates through personal care product use, which is directly related to the health effects of chemical toxicants in cosmetic products."
31421341,Association of self-reported personal care product use with blood glucose levels measured during pregnancy among women from a fertility clinic.,"Personal care products (PCPs), known sources of endocrine disrupting chemicals (EDCs) such as phthalates and parabens, are widely used among women of reproductive age. EDCs have been linked to pregnancy complications such as gestational diabetes (GDM), and PCP use could represent a modifiable source of exposure in this sensitive time window. Yet, to our knowledge, no study has directly evaluated the association between pregnancy use of PCP and late pregnancy glucose levels, established risk factors for complications such as GDM. A total of 233 women from the Environment and Reproductive Health (EARTH) Study had data available on 1st and/or 2nd trimester PCP use, assessed through self-reported use over the previous 24 h, and blood glucose levels after the glucose loading test (GLT), taken at late 2nd trimester. Associations between each individual PCP and total PCP with glucose levels were evaluated in multivariable adjusted linear regression models. Both positive and negative differences in glucose levels were observed when comparing users vs. non-users of several PCPs including 2nd trimester use of deodorant (adjusted mean difference: 12.2 mg/dL, 95% CI: -0.6, 24.9); bar soap (6.9 mg/dL, 95% CI: -0.9, 14.7 mg/dL); and liquid soap (-13.3, 95% CI: -26.8, 0.1 mg/dL), and 1st trimester use of sunscreen (-14.6 mg/dL, 95% CI: -27.8, -1.5 mg/dL). Total number of PCPs used in the 2nd trimester was also associated with higher glucose levels, with the largest difference of 20 mg/dL when comparing individuals who used eight vs none PCPs (95% CI: 3-37). In a pregnancy cohort of women seeking care at a fertility clinic, we found the use of several PCPs to be positively or negatively associated with glucose levels in the late second trimester, which may reflect increased risk of GDM and subsequent perinatal outcomes. These results strengthen the role of product use as a potentially modifiable source of EDCs that may impact glucose levels.",2019,The Science of the total environment,phthalates,blood,endocrine disruption | reproductive toxicity | developmental toxicity,sunscreen | deodorant | soap,unspecified,cosmetics product study | sunscreen/UV filter study | epidemiological study,yes,"This paper investigates the association between personal care product use and blood glucose levels during pregnancy, which involves exposure to endocrine disrupting chemicals found in cosmetic products."
31416622,Preparation of magnetite/multiwalled carbon nanotubes/metal-organic framework composite for dispersive magnetic micro solid phase extraction of parabens and phthalate esters from water samples and various types of cream for their determination with liquid chromatography.,"In the current study, MMWCNTs@MIL-101(Cr) (Fe<sub>3</sub>O<sub>4</sub>/multiwalled carbon nanotubes/MIL-101(Cr)) was synthesized and utilized as a new sorbent for the first time. It was employed successfully for the extraction of parabens and phthalate esters (PEs) from water and cream samples prior to their quantification with HPLC-DAD. The prepared metal-organic-framework (MOF) was characterized by field emission scanning electron microscopy (FESEM), transmission electron microscopy (TEM), Fourier-transform infrared spectroscopy (FT-IR), energy-dispersive X-ray spectroscopy (EDX), EDX mapping, thermogravimetric analysis (TGA), vibrating-sample magnetometer (VSM) and X-ray powder diffraction (XRD). Three phthalate esters (dimethyl phthalate (DMP), diethyl phthalate (DEP), diallyl phthalate (DAP)) and two parabens (methylparaben (MP) and butylparaben (BP)) were chosen as model analytes. Several experimental factors affecting the extraction efficiency, including pH value, nanosorbent amount, sorption time, salt concentration, sample volume, type and volume of the eluent, and elution time were investigated. The optimization of the extraction method was carried out by response surface methodology (RSM) and desirability function (DF) approach. Under the opted conditions, the method was linear in the range of 0.1-1500 μg L<sup>-1</sup> with coefficients of determination > 0.9991. The limits of detection of PEs and parabens were found in the range of 0.03-0.15 μg L<sup>-1</sup> (S/N = 3). The relative standard deviations were less than 7.5% and the extraction recoveries ranged from 38.04 to 70.62%. The present method was simple, rapid, inexpensive and environmentally friendly and was successfully utilized for the determination of PEs and parabens in water samples and various types of cream samples with satisfactory results.",2019,Journal of chromatography. A,phthalates,unspecified,unspecified,unspecified,unspecified,skin/topical study | industrial/occupational | analytical/method study,no,"Although the paper mentions phthalate esters, it focuses on their extraction and determination in water and cream samples, rather than their health effects."
31398592,"Ultra-processed food consumption and exposure to phthalates and bisphenols in the US National Health and Nutrition Examination Survey, 2013-2014.","Ultra-processed food has low nutritional quality, is associated with development of chronic diseases, and may increase exposure to chemicals used in food packaging and production. To assess associations of ultra-processed food consumption with exposure to phthalates and bisphenols, including newer replacements, in the general U.S. Among 2212 National Health and Nutrition Examination Survey (NHANES) 2013-2014 participants (≥6 years), we classified items reported in a 24-h dietary recall according to the NOVA food processing classification system and calculated energy intake from ultra-processed food. Urinary concentrations of mono-benzyl (MBzP), mono-(3-carboxypropyl) (MCPP), mono-(carboxyisononyl) (MCNP), mono-(carboxyisoctyl) (MCOP), and four metabolites of di(2-ethylhexyl) (∑DEHP) phthalates and bisphenols A, F, and S were measured in spot urine samples. We estimated percent changes in natural log creatinine-standardized concentrations per 10% higher energy from ultra-processed food in covariate-adjusted multivariable linear regression models. We examined effect measure modification by age group, race/ethnicity, and poverty:income ratio and assessed associations with minimally processed food intake. In adjusted models, higher energy from ultra-processed food was associated with higher urinary concentrations of MCPP, MCNP, and MCOP but not MBzP, ∑DEHP, or bisphenols. Each 10% higher energy from ultra-processed food was associated with 8.0% (95% CI: 5.6%, 10.3%) higher urinary MCOP concentrations, with a stronger association among children than adolescents or adults. Ultra-processed sandwiches/hamburgers, French fries/other potato products, and ice cream/pops were associated with higher concentrations of multiple chemicals. Higher energy from minimally processed food was associated with lower concentrations of MCPP, MCNP, MCOP, and bisphenols A and F. Ultra-processed food consumption may increase exposure to currently used phthalates. Additional research is needed to determine whether minimally processed food diets or changes in food production practices can reduce phthalate and bisphenol exposures and related health effects, particularly among children who are more vulnerable to toxicants and tend to consume more ultra-processed food than adults.",2019,Environment international,phthalates,unspecified,unspecified,unspecified,unspecified,skin/topical study | epidemiological study | biomonitoring study | food/dietary exposure,no,"The paper focuses on ultra-processed food consumption and exposure to phthalates and bisphenols, which are not directly related to the health effects of chemical toxicants in cosmetic products."
31375329,Determination of multiclass personal care products in continental waters by solid-phase microextraction followed by gas chromatography-tandem mass spectrometry.,"A methodology based on solid-phase microextraction (SPME) followed by gas chromatography-tandem mass spectrometry (GC-MS/MS) was developed for the simultaneous analysis of different families of personal care products (PCPs) including fragrance allergens, synthetic musks, phthalates, antioxidants and UV filters in continental waters. The main parameters affecting SPME procedure were optimized by an ANOVA study. The final selected conditions comprised the use of 10 mL of sample with 20% (w/v) of sodium chloride (NaCl), polydimtehylsiloxane/divinylbenzene (PDMS/DVB) fiber and 20 min of extraction time at 100 °C in the head-space mode. Good linearity (R<sup>2</sup>>0.9925), quantitative recoveries (>79%), and precision (RSD < 15%) were achieved for all compounds under the optimal conditions. Limits of quantification (LOQs) at the sub and low ng L<sup>-1</sup> were obtained. The validated methodology was successfully applied to the analysis of river water samples from the North Portuguese coast allowing the determination of five different families of PCPs, including a total of 43 compounds in a single chromatographic run within 23 min.",2019,Journal of chromatography. A,phthalates,immune system,oxidative stress,sunscreen,silicone,cosmetics product study | sunscreen/UV filter study | environmental contamination | analytical/method study,yes,"The paper develops a methodology for analyzing personal care products, including phthalates, in continental waters, which is relevant to the study of chemical toxicants in cosmetic products."
31271018,"[Simultaneous analysis of five organic acids in aqueous, lotion, and cream cosmetics by capillary electrophoresis].","An indirect ultraviolet detection method for simultaneous analysis of five organic acids by capillary electrophoresis was established. The concentration of the tetradecyltrimethylammonium bromide (TTAB) surfactant in the background electrolyte solution and the pH of the solution were optimized. Five organic acids formic acid, malic acid, citric acid, glycolic acid, lactic acid were effectively separated from each other within 6 min with an electrolyte solution (15 mmol/L potassium hydrogen phthalate and 0.4 mmol/L TTAB, pH 5.6) under conditions of -15 kV, 25℃, and 254 nm, while the injection pressure was 5 kPa and the injection time was 5 s. The linear ranges were 15-600 mg/L, 30-800 mg/L, 20-700 mg/L, 40-500 mg/L, and 30-5000 mg/Lfor formic acid, malic acid, citric acid, glycolic acid, and lactic acid, respectively, with correlation coefficients of 0.9983-0.9998. The detection limits were between 0.1 μg/g and 2.0 μg/g. The method can be used for the detection of five organic acids in three types of cosmetics including aqueous, lotion and cream. At three spiked levels, the recoveries of organic acids were between 95.0% and 101.6%, and relative standard deviations (RSDs) were within 2.0%. The proposed method is easy, rapid, environment friendly, and sensitive with good reproducibility. It can be used for the monitoring of five organic acids in the production and storage of cosmetics including aqueous, lotion and cream.",2019,Se pu = Chinese journal of chromatography,phthalates,unspecified,unspecified,unspecified,glycolic acid | citric acid | lactic acid,cosmetics product study | skin/topical study | analytical/method study,no,"The paper focuses on the analysis of organic acids in cosmetics using capillary electrophoresis, but does not address the health effects of chemical toxicants in cosmetic products."
